order_id,customer_id,product_id,quantity,revenue,discount,date
73,243,18,3,15300000,0.15,2024-06-27
74,382,18,3,15300000,0.15,2023-12-05
75,139,10,2,14000000,0.0,2023-09-15
76,370,7,1,4275000,0.05,2023-11-20
77,99,7,3,12150000,0.1,2024-05-10
78,52,7,2,8100000,0.1,2023-10-31
79,92,10,5,33250000,0.05,2023-01-15
80,141,2,5,54000000,0.1,2023-02-25
81,358,5,4,12800000,0.0,2024-10-15
82,447,1,3,45900000,0.15,2024-08-10
83,246,15,2,3600000,0.0,2023-12-15
84,130,16,1,5525000,0.15,2023-04-27
85,252,3,1,807500,0.05,2024-08-13
86,77,19,1,2090000,0.05,2023-11-08
87,61,18,5,28500000,0.05,2024-03-02
88,398,17,4,18700000,0.15,2024-01-25
89,153,19,3,6600000,0.0,2024-03-15
90,313,4,2,630000,0.1,2023-08-01
91,339,3,2,1615000,0.05,2023-06-10
92,283,3,1,722500,0.15,2023-06-10
93,231,20,3,63000000,0.0,2024-04-26
94,119,10,4,28000000,0.0,2023-10-17
95,352,8,5,16625000,0.05,2023-09-28
96,218,4,2,665000,0.05,2024-07-11
97,466,9,1,5000000,0.0,2023-05-26
98,85,10,5,31500000,0.1,2024-09-01
99,225,4,3,892500,0.15,2024-04-24
100,483,9,5,21250000,0.15,2024-05-27
101,225,3,1,722500,0.15,2024-09-04
102,377,11,3,13500000,0.0,2024-09-10
103,47,8,5,17500000,0.0,2024-11-21
104,392,9,1,4750000,0.05,2024-08-13
105,241,17,4,19800000,0.1,2024-10-29
106,93,19,4,8800000,0.0,2024-03-22
107,241,12,3,24300000,0.1,2024-02-23
108,344,4,3,892500,0.15,2023-06-14
109,356,16,4,26000000,0.0,2023-10-23
110,233,3,3,2295000,0.1,2023-11-19
111,60,13,1,1020000,0.15,2024-06-10
112,212,2,5,54000000,0.1,2023-07-12
113,319,16,4,26000000,0.0,2024-10-02
114,105,9,2,9000000,0.1,2024-07-16
115,225,16,1,6175000,0.05,2023-05-05
116,364,6,5,12500000,0.0,2023-11-15
117,283,14,2,5600000,0.0,2023-04-06
118,237,4,2,595000,0.15,2024-10-25
119,478,10,3,17850000,0.15,2024-06-05
120,428,16,2,11050000,0.15,2024-04-28
121,283,5,2,6080000,0.05,2024-01-28
122,443,3,4,3060000,0.1,2023-10-10
123,479,17,1,4950000,0.1,2023-10-01
124,372,10,5,29750000,0.15,2024-08-24
125,444,5,5,13600000,0.15,2024-04-02
126,177,11,5,19125000,0.15,2024-07-19
127,234,11,2,7650000,0.15,2023-07-13
128,120,14,3,7140000,0.15,2023-02-14
129,362,13,2,2040000,0.15,2024-01-31
130,494,2,5,54000000,0.1,2023-05-10
131,446,4,1,297500,0.15,2024-03-26
132,8,5,2,6400000,0.0,2024-02-24
133,241,9,5,21250000,0.15,2023-12-13
134,333,3,5,3612500,0.15,2023-12-03
135,489,11,4,18000000,0.0,2024-10-03
136,317,3,3,2422500,0.05,2023-08-29
137,383,3,1,850000,0.0,2024-03-20
138,228,6,1,2500000,0.0,2023-11-03
139,167,2,3,32400000,0.1,2023-10-28
140,221,5,5,13600000,0.15,2023-09-08
141,290,6,2,5000000,0.0,2023-06-24
142,313,13,2,2040000,0.15,2024-09-26
143,468,19,2,3740000,0.15,2023-05-27
144,327,9,3,15000000,0.0,2024-04-15
145,461,15,5,8550000,0.05,2023-10-22
146,38,15,5,8100000,0.1,2023-12-20
147,328,14,4,10080000,0.1,2023-09-14
148,102,13,1,1140000,0.05,2024-05-09
149,196,19,5,9900000,0.1,2024-01-03
150,359,10,4,25200000,0.1,2023-01-23
151,5,19,5,9350000,0.15,2023-02-20
152,427,10,5,31500000,0.1,2023-08-24
153,113,7,3,12825000,0.05,2024-09-27
154,322,4,1,315000,0.1,2024-10-04
155,404,15,5,8100000,0.1,2023-02-04
156,375,5,3,8640000,0.1,2023-04-03
157,383,14,2,5320000,0.05,2023-06-29
158,403,18,5,27000000,0.1,2024-01-10
159,426,6,4,9000000,0.1,2023-09-21
160,383,11,4,18000000,0.0,2023-04-28
161,73,8,4,12600000,0.1,2024-11-23
162,47,13,3,3600000,0.0,2023-01-15
163,233,12,3,22950000,0.15,2024-11-19
164,422,12,2,15300000,0.15,2023-04-21
165,13,20,3,59850000,0.05,2024-07-28
166,332,3,4,3060000,0.1,2024-10-12
167,333,14,2,5600000,0.0,2023-04-30
168,485,2,4,48000000,0.0,2023-11-08
169,50,8,2,5950000,0.15,2024-07-04
170,233,12,5,38250000,0.15,2024-11-17
171,301,5,1,2720000,0.15,2024-02-29
172,316,14,1,2520000,0.1,2023-10-14
173,112,15,2,3240000,0.1,2024-03-31
174,51,12,3,27000000,0.0,2024-07-11
175,204,9,1,4250000,0.15,2023-07-14
176,47,7,5,22500000,0.0,2024-10-19
177,26,11,2,8550000,0.05,2023-09-07
178,36,18,5,28500000,0.05,2023-08-01
179,417,8,2,7000000,0.0,2023-12-03
180,142,5,5,14400000,0.1,2023-05-14
181,409,6,1,2375000,0.05,2023-04-23
182,8,12,5,40500000,0.1,2023-09-01
183,9,6,1,2375000,0.05,2023-09-29
184,380,14,1,2800000,0.0,2024-06-22
185,244,15,5,9000000,0.0,2024-01-06
186,232,17,5,27500000,0.0,2023-08-15
187,373,17,4,22000000,0.0,2023-11-05
188,32,16,4,26000000,0.0,2024-02-16
189,252,15,1,1620000,0.1,2023-03-17
190,312,5,2,5760000,0.1,2023-03-09
191,320,19,3,5610000,0.15,2024-07-15
192,306,17,4,18700000,0.15,2023-10-29
193,51,4,5,1662500,0.05,2024-11-01
194,221,15,4,6480000,0.1,2023-08-22
195,424,15,4,7200000,0.0,2024-02-13
196,161,14,3,7560000,0.1,2023-11-17
197,489,5,1,3200000,0.0,2024-04-30
198,426,3,4,3400000,0.0,2023-04-06
199,382,12,5,45000000,0.0,2023-05-14
200,301,18,3,18000000,0.0,2024-07-29
201,211,12,4,36000000,0.0,2024-11-12
202,496,10,3,18900000,0.1,2024-09-06
203,54,19,2,4180000,0.05,2024-06-03
204,337,16,1,5850000,0.1,2023-08-18
205,433,18,1,5400000,0.1,2024-01-12
206,294,8,5,17500000,0.0,2024-03-15
207,312,9,2,9000000,0.1,2023-01-30
208,360,10,3,21000000,0.0,2023-12-14
209,93,5,4,12800000,0.0,2024-08-02
210,73,1,5,85500000,0.05,2023-04-04
211,193,14,3,7980000,0.05,2024-04-09
212,190,10,5,35000000,0.0,2023-11-29
213,453,2,2,24000000,0.0,2023-06-09
214,346,3,4,2890000,0.15,2023-10-06
215,249,20,4,75600000,0.1,2024-03-28
216,111,17,3,14025000,0.15,2023-04-27
217,57,10,5,29750000,0.15,2024-11-25
218,270,10,2,11900000,0.15,2023-02-16
219,307,2,2,21600000,0.1,2023-01-08
220,485,7,3,12150000,0.1,2023-05-21
221,168,4,4,1190000,0.15,2023-01-08
222,90,5,5,15200000,0.05,2024-01-25
223,257,18,3,18000000,0.0,2024-11-15
224,204,2,1,10200000,0.15,2024-03-22
225,472,3,5,3612500,0.15,2023-11-17
226,294,13,4,4320000,0.1,2024-10-17
227,59,13,3,3420000,0.05,2023-01-22
228,411,20,3,63000000,0.0,2024-04-16
229,224,4,4,1190000,0.15,2023-09-07
230,269,3,3,2295000,0.1,2024-02-10
231,114,11,1,4500000,0.0,2023-06-22
232,272,17,3,14850000,0.1,2023-07-18
233,373,5,1,3040000,0.05,2023-08-30
234,132,7,5,21375000,0.05,2023-06-27
235,390,3,4,2890000,0.15,2023-07-01
236,387,19,4,7920000,0.1,2024-08-16
237,443,11,4,18000000,0.0,2023-06-04
238,241,15,3,4860000,0.1,2024-10-08
239,303,2,5,60000000,0.0,2023-12-27
240,159,15,1,1800000,0.0,2024-04-07
241,189,10,1,5950000,0.15,2023-03-20
242,237,19,1,1870000,0.15,2024-07-21
243,466,19,2,3960000,0.1,2024-10-29
244,310,16,2,13000000,0.0,2024-05-28
245,231,4,1,332500,0.05,2023-12-18
246,21,8,4,13300000,0.05,2024-03-24
247,187,12,4,30600000,0.15,2023-10-17
248,397,11,5,22500000,0.0,2024-11-26
249,405,11,3,13500000,0.0,2023-03-09
250,286,13,3,3420000,0.05,2023-10-18
251,171,3,2,1530000,0.1,2024-08-19
252,159,13,5,6000000,0.0,2023-05-13
253,159,18,3,17100000,0.05,2024-01-21
254,344,17,4,19800000,0.1,2023-04-06
255,10,12,2,17100000,0.05,2023-11-13
256,175,16,2,12350000,0.05,2023-07-16
257,80,3,1,850000,0.0,2023-10-30
258,339,11,2,7650000,0.15,2024-09-24
259,79,6,5,11875000,0.05,2023-07-05
260,370,15,4,6480000,0.1,2023-02-14
261,347,8,5,15750000,0.1,2024-03-30
262,386,15,5,8550000,0.05,2023-08-28
263,159,16,3,16575000,0.15,2023-07-18
264,237,10,5,29750000,0.15,2024-01-27
265,495,6,5,11875000,0.05,2023-07-24
266,447,9,4,18000000,0.1,2023-02-23
267,284,4,1,315000,0.1,2024-06-12
268,43,6,4,9500000,0.05,2023-10-07
269,426,14,2,4760000,0.15,2023-04-04
270,453,12,4,36000000,0.0,2023-01-28
271,203,17,2,9350000,0.15,2024-01-18
272,42,12,1,8100000,0.1,2023-08-18
273,477,4,3,997500,0.05,2024-10-27
274,71,2,4,45600000,0.05,2023-10-21
275,389,16,5,32500000,0.0,2024-04-04
276,464,3,3,2422500,0.05,2023-01-20
277,428,5,5,13600000,0.15,2024-07-15
278,57,10,3,21000000,0.0,2023-09-01
279,25,8,5,14875000,0.15,2024-03-05
280,33,4,5,1750000,0.0,2024-05-26
281,324,17,2,10450000,0.05,2024-08-11
282,150,14,5,12600000,0.1,2023-01-02
283,124,19,2,4400000,0.0,2024-03-02
284,269,12,5,45000000,0.0,2023-03-11
285,200,16,4,23400000,0.1,2023-02-14
286,130,1,1,16200000,0.1,2024-01-01
287,124,4,3,997500,0.05,2024-08-18
288,23,12,3,25650000,0.05,2024-07-13
289,426,15,2,3420000,0.05,2024-05-05
290,33,15,3,5130000,0.05,2023-02-07
291,23,7,3,12150000,0.1,2023-02-12
292,264,13,4,4320000,0.1,2024-07-10
293,19,7,3,13500000,0.0,2023-10-20
294,444,11,1,4050000,0.1,2023-10-07
295,224,13,4,4320000,0.1,2024-03-26
296,499,6,4,9000000,0.1,2024-05-23
297,474,17,1,4675000,0.15,2023-10-01
298,41,14,2,5040000,0.1,2024-09-08
299,165,4,3,945000,0.1,2023-03-23
300,157,15,4,6840000,0.05,2024-09-09
301,354,15,4,7200000,0.0,2023-12-26
302,373,12,4,32400000,0.1,2024-09-21
303,328,2,4,43200000,0.1,2023-03-18
304,263,6,2,4250000,0.15,2023-02-01
305,18,5,2,5760000,0.1,2023-03-10
306,186,13,1,1140000,0.05,2024-08-03
307,348,15,3,4590000,0.15,2024-01-15
308,391,3,2,1530000,0.1,2024-08-10
309,204,11,3,12825000,0.05,2024-10-27
310,492,4,2,595000,0.15,2023-01-27
311,266,13,1,1080000,0.1,2024-07-29
312,397,9,2,9000000,0.1,2024-04-01
313,356,16,1,6175000,0.05,2023-07-24
314,437,3,2,1445000,0.15,2024-04-07
315,45,11,3,13500000,0.0,2024-11-14
316,282,18,3,17100000,0.05,2023-10-25
317,365,6,5,11875000,0.05,2024-01-06
318,63,7,2,7650000,0.15,2023-05-23
319,14,12,5,40500000,0.1,2024-07-21
320,240,18,5,30000000,0.0,2023-05-13
321,34,10,4,23800000,0.15,2024-02-12
322,394,14,1,2660000,0.05,2024-08-11
323,498,11,1,3825000,0.15,2024-10-19
324,239,17,2,10450000,0.05,2023-12-19
325,394,5,5,16000000,0.0,2024-03-19
326,426,4,2,630000,0.1,2024-06-14
327,85,6,2,4500000,0.1,2023-11-27
328,486,17,1,4950000,0.1,2023-10-18
329,101,18,2,10800000,0.1,2023-10-09
330,315,18,5,28500000,0.05,2023-04-06
331,304,19,2,3960000,0.1,2023-06-07
332,432,19,1,2200000,0.0,2023-02-12
333,24,19,2,3740000,0.15,2023-09-29
334,317,1,5,81000000,0.1,2024-05-24
335,329,10,2,11900000,0.15,2024-05-09
336,153,15,1,1710000,0.05,2023-03-16
337,226,14,4,10640000,0.05,2024-05-10
338,175,20,3,56700000,0.1,2023-05-28
339,376,12,2,16200000,0.1,2024-02-13
340,264,18,3,17100000,0.05,2023-04-19
341,239,4,4,1330000,0.05,2023-10-01
342,73,4,3,892500,0.15,2023-02-21
343,443,20,2,39900000,0.05,2024-03-04
344,417,11,3,12825000,0.05,2024-08-14
345,391,6,5,10625000,0.15,2024-05-25
346,256,10,1,7000000,0.0,2024-05-24
347,484,13,4,4560000,0.05,2024-06-01
348,111,19,1,2200000,0.0,2023-12-28
349,145,16,4,23400000,0.1,2024-09-03
350,275,1,4,68400000,0.05,2023-04-21
351,452,9,4,18000000,0.1,2024-01-10
352,24,13,5,5700000,0.05,2023-02-22
353,186,18,1,5100000,0.15,2023-10-23
354,259,15,3,5400000,0.0,2024-07-17
355,66,4,3,945000,0.1,2024-02-08
356,286,12,2,15300000,0.15,2023-05-28
357,257,2,1,11400000,0.05,2023-02-16
358,366,11,5,19125000,0.15,2024-04-30
359,77,20,2,37800000,0.1,2024-06-11
360,477,20,2,35700000,0.15,2023-11-23
361,316,10,3,17850000,0.15,2024-08-30
362,363,19,4,8800000,0.0,2023-11-03
363,189,11,1,3825000,0.15,2024-11-20
364,299,10,1,5950000,0.15,2024-10-06
365,136,19,2,4400000,0.0,2024-08-14
366,299,16,5,27625000,0.15,2023-06-24
367,76,8,5,17500000,0.0,2023-02-02
368,98,1,3,45900000,0.15,2024-03-27
369,78,14,4,9520000,0.15,2023-07-28
370,447,2,5,57000000,0.05,2023-05-22
371,288,11,4,15300000,0.15,2024-11-09
372,161,6,5,11250000,0.1,2024-04-15
373,280,12,3,22950000,0.15,2024-11-23
374,99,8,5,15750000,0.1,2023-10-13
375,116,10,2,11900000,0.15,2023-10-23
376,163,16,5,29250000,0.1,2023-12-24
377,148,4,5,1487500,0.15,2024-08-10
378,459,13,2,2160000,0.1,2023-12-20
379,22,10,3,17850000,0.15,2023-03-22
380,336,9,2,9500000,0.05,2024-05-05
381,424,18,5,27000000,0.1,2023-10-05
382,71,4,5,1662500,0.05,2024-09-22
383,125,2,5,57000000,0.05,2024-11-16
384,327,8,1,2975000,0.15,2023-02-23
385,170,16,2,13000000,0.0,2023-04-13
386,494,18,4,20400000,0.15,2023-06-11
387,245,7,3,12150000,0.1,2023-10-22
388,331,2,5,57000000,0.05,2023-04-02
389,274,2,4,45600000,0.05,2023-06-29
390,479,2,4,45600000,0.05,2024-02-11
391,480,10,1,6300000,0.1,2023-02-08
392,291,20,3,56700000,0.1,2023-04-20
393,233,18,4,22800000,0.05,2024-06-20
394,436,17,3,15675000,0.05,2024-04-24
395,415,4,2,595000,0.15,2023-12-05
396,332,9,1,4500000,0.1,2023-07-10
397,405,10,2,13300000,0.05,2024-08-04
398,313,13,5,5400000,0.1,2024-03-13
399,45,13,1,1140000,0.05,2024-11-16
400,72,16,2,13000000,0.0,2023-11-28
401,134,13,4,4320000,0.1,2023-08-30
402,489,11,5,22500000,0.0,2023-11-06
403,134,12,1,9000000,0.0,2023-08-30
404,239,10,4,25200000,0.1,2023-06-13
405,354,4,3,945000,0.1,2024-10-16
406,315,8,2,5950000,0.15,2023-08-13
407,79,15,3,4590000,0.15,2024-09-12
408,360,18,5,28500000,0.05,2024-04-27
409,391,8,5,17500000,0.0,2024-11-27
410,270,15,3,5400000,0.0,2024-06-24
411,470,19,1,2090000,0.05,2023-04-25
412,294,18,2,10800000,0.1,2023-06-03
413,438,17,1,5225000,0.05,2024-03-28
414,368,19,1,1870000,0.15,2024-05-15
415,415,2,2,20400000,0.15,2024-04-09
416,234,19,5,9350000,0.15,2023-03-01
417,345,10,4,25200000,0.1,2023-01-23
418,419,1,5,90000000,0.0,2023-08-12
419,24,14,1,2800000,0.0,2023-12-19
420,479,3,1,765000,0.1,2024-04-28
421,210,6,4,9000000,0.1,2023-05-19
422,457,13,4,4080000,0.15,2024-04-04
423,42,18,3,18000000,0.0,2023-05-17
424,92,18,5,28500000,0.05,2024-02-07
425,373,8,1,3150000,0.1,2023-01-04
426,238,18,5,25500000,0.15,2024-03-10
427,422,8,4,12600000,0.1,2023-09-11
428,80,9,1,5000000,0.0,2023-07-13
429,415,14,1,2660000,0.05,2024-09-21
430,106,3,5,4250000,0.0,2023-04-14
431,229,20,1,19950000,0.05,2024-11-19
432,380,2,4,45600000,0.05,2024-02-16
433,277,7,2,8100000,0.1,2023-02-27
434,120,19,5,9900000,0.1,2023-11-23
435,122,10,5,33250000,0.05,2023-05-27
436,212,10,1,6650000,0.05,2023-10-09
437,321,14,4,11200000,0.0,2024-07-23
438,498,12,4,32400000,0.1,2024-10-20
439,357,14,2,5040000,0.1,2024-02-23
440,193,6,4,9500000,0.05,2024-07-04
441,435,8,2,5950000,0.15,2023-11-04
442,469,2,4,40800000,0.15,2024-07-29
443,286,17,4,20900000,0.05,2023-05-18
444,131,7,1,3825000,0.15,2023-12-05
445,434,12,5,42750000,0.05,2023-04-05
446,27,9,5,25000000,0.0,2024-01-22
447,448,3,5,4037500,0.05,2023-07-12
448,246,7,3,13500000,0.0,2023-12-07
449,109,7,4,17100000,0.05,2023-05-01
450,357,20,4,79800000,0.05,2023-07-29
451,283,11,4,15300000,0.15,2023-10-17
452,274,12,3,24300000,0.1,2023-11-12
453,263,16,1,5525000,0.15,2024-04-22
454,390,11,3,12150000,0.1,2023-07-28
455,212,2,2,22800000,0.05,2024-07-30
456,9,9,5,21250000,0.15,2024-07-20
457,152,5,3,9120000,0.05,2023-07-20
458,195,19,4,7920000,0.1,2023-09-09
459,132,16,4,22100000,0.15,2024-10-19
460,87,12,2,15300000,0.15,2023-06-23
461,95,18,1,6000000,0.0,2024-10-19
462,430,3,1,850000,0.0,2024-11-15
463,212,5,2,6400000,0.0,2024-10-07
464,363,5,2,5440000,0.15,2023-01-10
465,192,2,5,51000000,0.15,2024-09-24
466,338,16,1,5525000,0.15,2023-01-17
467,7,1,3,48600000,0.1,2024-06-26
468,9,17,4,20900000,0.05,2024-11-21
469,55,4,2,665000,0.05,2024-06-20
470,99,20,3,56700000,0.1,2024-06-23
471,137,13,3,3060000,0.15,2023-03-22
472,236,19,2,3960000,0.1,2023-09-07
473,351,3,1,850000,0.0,2024-10-31
474,208,13,5,5100000,0.15,2024-01-22
475,29,1,1,15300000,0.15,2023-06-25
476,433,14,3,8400000,0.0,2024-10-22
477,459,17,2,10450000,0.05,2023-02-13
478,462,19,3,6600000,0.0,2024-05-01
479,474,3,3,2550000,0.0,2024-12-01
480,92,11,2,8550000,0.05,2023-01-17
481,386,13,3,3420000,0.05,2023-03-20
482,289,8,4,12600000,0.1,2024-08-03
483,197,5,5,14400000,0.1,2023-03-22
484,28,4,2,700000,0.0,2024-03-23
485,175,20,5,89250000,0.15,2024-09-20
486,497,11,3,11475000,0.15,2023-01-31
487,252,8,5,14875000,0.15,2023-12-31
488,222,6,5,10625000,0.15,2024-11-27
489,44,20,2,42000000,0.0,2023-10-30
490,43,9,4,19000000,0.05,2023-06-07
491,379,13,3,3600000,0.0,2023-11-21
492,47,1,4,64800000,0.1,2023-11-12
493,390,9,2,10000000,0.0,2023-04-15
494,96,14,5,11900000,0.15,2024-04-04
495,53,1,3,54000000,0.0,2023-04-02
496,306,20,4,84000000,0.0,2023-11-29
497,150,14,1,2660000,0.05,2024-02-02
498,293,17,4,20900000,0.05,2023-06-23
499,72,9,3,12750000,0.15,2023-11-05
500,75,3,4,3060000,0.1,2023-06-21
501,216,10,1,6300000,0.1,2024-05-10
502,129,8,4,13300000,0.05,2024-10-02
503,235,4,3,1050000,0.0,2023-05-19
504,486,13,5,5100000,0.15,2023-12-07
505,412,11,3,11475000,0.15,2024-03-26
506,418,20,3,56700000,0.1,2023-05-20
507,309,7,3,12825000,0.05,2024-05-05
508,494,13,3,3060000,0.15,2023-11-23
509,496,19,3,5610000,0.15,2023-09-06
510,144,13,1,1140000,0.05,2024-01-09
511,304,18,5,30000000,0.0,2023-07-04
512,488,15,4,6480000,0.1,2023-08-03
513,426,3,4,3230000,0.05,2024-02-23
514,325,10,3,19950000,0.05,2023-09-05
515,367,14,1,2380000,0.15,2024-01-22
516,307,16,4,22100000,0.15,2024-08-19
517,279,2,5,60000000,0.0,2024-01-04
518,56,8,3,9975000,0.05,2024-11-04
519,332,20,5,89250000,0.15,2023-02-15
520,496,11,1,4500000,0.0,2024-03-16
521,51,9,5,23750000,0.05,2023-08-16
522,229,12,4,34200000,0.05,2024-02-05
523,177,1,1,16200000,0.1,2024-05-09
524,213,3,2,1530000,0.1,2023-04-29
525,160,11,2,7650000,0.15,2024-04-11
526,179,16,4,22100000,0.15,2023-04-10
527,164,3,1,850000,0.0,2023-11-04
528,12,11,1,4275000,0.05,2024-10-25
529,477,8,2,6650000,0.05,2024-06-12
530,170,18,4,22800000,0.05,2024-03-12
531,409,13,2,2280000,0.05,2024-10-06
532,328,14,1,2660000,0.05,2024-02-10
533,231,19,4,8800000,0.0,2024-03-15
534,361,7,3,13500000,0.0,2023-07-30
535,296,4,2,630000,0.1,2024-07-03
536,167,7,1,4050000,0.1,2024-04-13
537,344,16,3,16575000,0.15,2024-06-24
538,313,13,1,1080000,0.1,2024-08-24
539,181,15,2,3240000,0.1,2024-09-24
540,471,20,1,19950000,0.05,2024-08-27
541,161,4,3,1050000,0.0,2023-09-02
542,94,12,5,38250000,0.15,2023-05-25
543,215,20,5,89250000,0.15,2023-05-22
544,217,6,5,11875000,0.05,2024-05-13
545,285,6,3,7125000,0.05,2024-05-16
546,96,11,5,22500000,0.0,2024-04-06
547,444,12,4,34200000,0.05,2023-01-10
548,100,13,5,5100000,0.15,2024-07-29
549,210,16,4,22100000,0.15,2024-03-01
550,86,3,1,807500,0.05,2024-08-01
551,150,2,2,21600000,0.1,2023-10-09
552,87,15,4,7200000,0.0,2024-08-02
553,294,4,5,1575000,0.1,2023-10-02
554,278,2,5,57000000,0.05,2024-03-27
555,218,4,2,630000,0.1,2024-10-31
556,448,2,3,32400000,0.1,2024-04-05
557,442,3,1,807500,0.05,2024-03-25
558,108,19,5,9350000,0.15,2023-12-26
559,85,20,2,39900000,0.05,2023-05-23
560,413,2,3,32400000,0.1,2024-08-06
561,306,18,3,16200000,0.1,2023-06-22
562,149,19,5,11000000,0.0,2023-10-01
563,70,14,3,7980000,0.05,2023-03-02
564,360,5,2,5760000,0.1,2023-09-13
565,425,8,4,11900000,0.15,2024-11-23
566,73,19,3,5610000,0.15,2024-10-09
567,193,15,1,1530000,0.15,2023-03-19
568,264,9,4,17000000,0.15,2024-01-13
569,168,19,1,1870000,0.15,2023-01-03
570,326,12,5,38250000,0.15,2023-03-06
571,112,14,4,10080000,0.1,2023-08-05
572,166,10,5,33250000,0.05,2023-12-12
573,290,16,1,6500000,0.0,2023-12-18
574,51,15,1,1710000,0.05,2023-01-17
575,226,15,4,6840000,0.05,2023-01-01
576,353,5,3,9120000,0.05,2024-10-27
577,448,9,3,13500000,0.1,2023-04-06
578,43,12,2,18000000,0.0,2024-11-11
579,203,10,4,28000000,0.0,2023-08-28
580,361,4,2,595000,0.15,2023-01-02
581,40,5,2,5440000,0.15,2024-08-30
582,5,1,1,15300000,0.15,2023-12-18
583,356,5,1,3040000,0.05,2024-05-04
584,197,3,1,765000,0.1,2023-04-15
585,189,10,4,26600000,0.05,2023-05-21
586,329,5,5,16000000,0.0,2023-03-12
587,313,6,3,7125000,0.05,2024-03-26
588,322,5,5,13600000,0.15,2024-02-26
589,441,7,1,4275000,0.05,2023-03-30
590,386,4,4,1260000,0.1,2024-08-26
591,494,14,2,5320000,0.05,2023-11-19
592,142,3,5,3825000,0.1,2023-09-12
593,399,1,3,51300000,0.05,2024-11-05
594,266,20,2,35700000,0.15,2024-06-05
595,152,2,4,40800000,0.15,2023-09-03
596,58,8,5,17500000,0.0,2024-05-26
597,271,1,3,51300000,0.05,2024-01-05
598,199,19,3,6270000,0.05,2024-03-06
599,391,16,1,6500000,0.0,2023-03-16
600,8,9,1,5000000,0.0,2023-08-09
601,486,13,3,3060000,0.15,2024-06-02
602,217,13,5,5700000,0.05,2023-03-26
603,143,3,1,807500,0.05,2023-11-14
604,499,5,3,8160000,0.15,2024-07-03
605,301,3,4,3230000,0.05,2023-11-14
606,30,8,4,14000000,0.0,2023-03-30
607,233,20,1,18900000,0.1,2024-09-15
608,342,6,1,2375000,0.05,2023-05-03
